session_id,outcome,color
12079116,0,Bonus
12079117,5,T
12079118,1,T
12079119,3,T
12079120,8,CT
12079121,3,T
12079122,6,T
12079123,12,CT
12079124,5,T
12079125,4,T
12079126,12,CT
12079127,12,CT
12079128,2,T
12079129,6,T
12079130,11,CT
12079131,13,CT
12079132,8,CT
12079133,6,T
12079134,11,CT
12079135,3,T
12079136,1,T
12079137,13,CT
12079138,9,CT
12079139,1,T
12079140,13,CT
12079141,6,T
12079142,7,T
12079143,1,T
12079144,9,CT
12079145,13,CT
12079146,11,CT
12079147,0,Bonus
12079148,7,T
12079149,8,CT
12079150,2,T
12079151,6,T
12079152,13,CT
12079153,6,T
12079154,13,CT
12079155,5,T
12079156,8,CT
12079157,13,CT
12079158,1,T
12079159,3,T
12079160,2,T
12079161,9,CT
12079162,4,T
12079163,14,CT
12079164,10,CT
12079165,0,Bonus
12079166,6,T
12079167,3,T
12079168,14,CT
12079169,10,CT
12079170,9,CT
12079171,13,CT
12079172,4,T
12079173,14,CT
12079174,3,T
12079175,14,CT
12079176,13,CT
12079177,9,CT
12079178,10,CT
12079179,14,CT
12079180,8,CT
12079181,11,CT
12079182,4,T
12079183,7,T
12079184,8,CT
12079185,8,CT
12079186,11,CT
12079187,6,T
12079188,2,T
12079189,14,CT
12079190,3,T
12079191,9,CT
12079192,8,CT
12079193,6,T
12079194,12,CT
12079195,7,T
12079196,8,CT
12079197,14,CT
12079198,2,T
12079199,3,T
12079200,13,CT
12079201,14,CT
12079202,2,T
12079203,1,T
12079204,13,CT
12079205,3,T
12079206,11,CT
12079207,14,CT
12079208,11,CT
12079209,1,T
12079210,13,CT
12079211,4,T
12079212,3,T
12079213,2,T
12079214,0,Bonus
12079215,13,CT
12079216,8,CT
12079217,8,CT
12079218,2,T
12079219,9,CT
12079220,6,T
12079221,14,CT
12079222,3,T
12079223,4,T
12079224,4,T
12079225,14,CT
12079226,11,CT
12079227,11,CT
12079228,5,T
12079229,11,CT
12079230,2,T
12079231,4,T
12079232,7,T
12079233,14,CT
12079234,4,T
12079235,10,CT
12079236,9,CT
12079237,6,T
12079238,8,CT
12079239,4,T
12079240,9,CT
12079241,8,CT
12079242,2,T
12079243,1,T
12079244,0,Bonus
12079245,1,T
12079246,5,T
12079247,4,T
12079248,7,T
12079249,14,CT
12079250,14,CT
12079251,1,T
12079252,10,CT
12079253,3,T
12079254,3,T
12079255,9,CT
12079256,14,CT
12079257,12,CT
12079258,5,T
12079259,8,CT
12079260,6,T
12079261,7,T
12079262,8,CT
12079263,1,T
12079264,5,T
12079265,9,CT
12079266,9,CT
12079267,10,CT
12079268,1,T
12079269,11,CT
12079270,8,CT
12079271,11,CT
12079272,8,CT
12079273,12,CT
12079274,3,T
12079275,0,Bonus
12079276,4,T
12079277,1,T
12079278,8,CT
12079279,4,T
12079280,14,CT
12079281,4,T
12079282,2,T
12079283,10,CT
12079284,1,T
12079285,2,T
12079286,9,CT
12079287,12,CT
12079288,10,CT
12079289,14,CT
12079290,7,T
12079291,2,T
12079292,5,T
12079293,11,CT
12079294,4,T
12079295,12,CT
12079296,7,T
12079297,13,CT
12079298,0,Bonus
12079299,6,T
12079300,13,CT
12079301,8,CT
12079302,6,T
12079303,1,T
12079304,13,CT
12079305,5,T
12079306,13,CT
12079307,5,T
12079308,6,T
12079309,8,CT
12079310,7,T
12079311,4,T
12079312,7,T
12079313,0,Bonus
12079314,1,T
12079315,13,CT
12079316,2,T
12079317,1,T
12079318,8,CT
12079319,13,CT
12079320,9,CT
12079321,7,T
12079322,12,CT
12079323,2,T
12079324,2,T
12079325,5,T
12079326,13,CT
12079327,11,CT
12079328,8,CT
12079329,4,T
12079330,0,Bonus
12079331,6,T
12079332,4,T
12079333,2,T
12079334,13,CT
12079335,10,CT
12079336,2,T
12079337,2,T
12079338,9,CT
12079339,4,T
12079340,8,CT
12079341,2,T
12079342,8,CT
12079343,1,T
12079344,14,CT
12079345,9,CT
12079346,4,T
12079347,7,T
12079348,7,T
12079349,5,T
12079350,12,CT
12079351,2,T
12079352,10,CT
12079353,10,CT
12079354,9,CT
12079355,2,T
12079356,1,T
12079357,11,CT
12079358,4,T
12079359,13,CT
12079360,1,T
12079361,10,CT
12079362,0,Bonus
12079363,7,T
12079364,11,CT
12079365,9,CT
12079366,7,T
12079367,1,T
12079368,12,CT
12079369,12,CT
12079370,10,CT
12079371,9,CT
12079372,0,Bonus
12079373,9,CT
12079374,5,T
12079375,1,T
12079376,2,T
12079377,6,T
12079378,9,CT
12079379,6,T
12079380,0,Bonus
12079381,0,Bonus
12079382,14,CT
12079383,3,T
12079384,4,T
12079385,8,CT
12079386,1,T
12079387,12,CT
12079388,2,T
12079389,3,T
12079390,13,CT
12079391,12,CT
12079392,2,T
12079393,1,T
12079394,0,Bonus
12079395,4,T
12079396,11,CT
12079397,8,CT
12079398,10,CT
12079399,8,CT
12079400,3,T
12079401,5,T
12079402,11,CT
12079403,7,T
12079404,8,CT
12079405,1,T
12079406,9,CT
12079407,11,CT
12079408,8,CT
12079409,4,T
12079410,4,T
12079411,4,T
12079412,13,CT
12079413,10,CT
12079414,8,CT
12079415,0,Bonus
12079416,13,CT
12079417,5,T
12079418,3,T
12079419,1,T
12079420,5,T
12079421,1,T
12079422,14,CT
12079423,12,CT
12079424,7,T
12079425,5,T
12079426,2,T
12079427,5,T
12079428,0,Bonus
12079429,3,T
12079430,8,CT
12079431,9,CT
12079432,4,T
12079433,7,T
12079434,1,T
12079435,0,Bonus
12079436,13,CT
12079437,1,T
12079438,3,T
12079439,13,CT
12079440,12,CT
12079441,1,T
12079442,6,T
12079443,13,CT
12079444,13,CT
12079445,9,CT
12079446,12,CT
12079447,2,T
12079448,3,T
12079449,4,T
12079450,14,CT
12079451,6,T
12079452,13,CT
12079453,9,CT
12079454,13,CT
12079455,14,CT
12079456,1,T
12079457,0,Bonus
12079458,13,CT
12079459,4,T
12079460,14,CT
12079461,6,T
12079462,13,CT
12079463,2,T
12079464,12,CT
12079465,1,T
12079466,3,T
12079467,6,T
12079468,9,CT
12079469,3,T
12079470,5,T
12079471,3,T
12079472,7,T
12079473,7,T
12079474,2,T
12079475,7,T
12079476,4,T
12079477,9,CT
12079478,0,Bonus
12079479,0,Bonus
12079480,5,T
12079481,4,T
